Tipo,Descripcion,Habitaciones,Banos,Area,Barrio,UPZ,Valor,Moneda,Precio,Precio_Millon,Valor_m2_Millon,Valor_m2_Barrio
Apartamento,Apartamento en venta en Zona Noroccidental,2,2,50,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 257.000.000,$,257000000,257.0,5.14,4.572008510026535
Apartamento,Apartamento en venta en Usaquén,4,3,158,Usaquén,Usaquén,$ 830.000.000,$,830000000,830.0,5.253164556962025,5.65558134903221
Apartamento,Apartamento en venta en Usaquén,3,2,92,Usaquén,Usaquén,$ 485.000.000,$,485000000,485.0,5.271739130434782,5.65558134903221
Apartamento,Apartamento en venta en El Batán,3,2,109,El Batán,La Alhambra,$ 550.000.000,$,550000000,550.0,5.045871559633028,5.0067874515333095
Apartamento,Apartamento en venta en Zona Noroccidental,3,3,105,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 530.000.000,$,530000000,530.0,5.0476190476190474,4.572008510026535
Oficina/Consultorio,Oficina/Consultorio en venta en Parque Central Bavaria,2,2,39,Parque Central Bavaria,SANTA FE: Las Nieves + Sagrado Corazón,$ 290.000.000,$,290000000,290.0,7.435897435897436,6.106280193236715
Apartamento,Apartamento en venta en Kennedy,3,2,87,Kennedy,Kennedy Central,$ 380.000.000,$,380000000,380.0,4.367816091954023,3.382897908271655
Apartamento,Apartamento en venta en Los Mártires,3,2,62,Los Mártires,La Sabana,$ 270.000.000,$,270000000,270.0,4.354838709677419,3.0499725425590336
Apartamento,Apartamento en venta en Suba,3,2,70,Suba,Suba,$ 480.000.000,$,480000000,480.0,6.857142857142857,4.323720522957072
Casa,Casa en venta en Cedritos,4,4,168,Cedritos,Usaquén,$ 650.000.000,$,650000000,650.0,3.869047619047619,5.027419586695463
Casa,Casa en venta en Fontibón,3,2,62,Fontibón,Fontibón,$ 187.000.000,$,187000000,187.0,3.0161290322580645,3.723021313477524
Apartamento,Apartamento en venta en Bosa,2,1,45,Bosa,Bosa Central,$ 200.000.000,$,200000000,200.0,4.444444444444445,2.6778451358697213
Apartamento,Apartamento en venta en Suba,2,2,54,Suba,Suba,$ 205.000.000,$,205000000,205.0,3.7962962962962963,4.323720522957072
Apartamento,Apartamento en venta en Zona Noroccidental,2,2,57,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 222.750.000,$,222750000,222.75,3.9078947368421053,4.572008510026535
Apartamento,Apartamento en venta en El Chicó,1,2,55,El Chicó,CHAPINERO: Chicó Lago + El Refugio,$ 486.000.000,$,486000000,486.0,8.836363636363636,7.648045112781955
Apartamento,Apartamento en venta en Cedritos,3,3,99,Cedritos,Usaquén,$ 540.000.000,$,540000000,540.0,5.454545454545454,5.027419586695463
Apartamento,Apartamento en venta en Bosa,3,1,48,Bosa,Bosa Central,$ 130.000.000,$,130000000,130.0,2.7083333333333335,2.6778451358697213
Apartamento,Apartamento en venta en Santa Barbara,2,3,94,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 587.000.000,$,587000000,587.0,6.24468085106383,5.852628361947598
Apartamento,Apartamento en venta en Usme,3,2,54,Usme,USME: Alfonso López + Ciudad Usme,$ 150.000.000,$,150000000,150.0,2.7777777777777777,3.847569525590091
Apartamento,Apartamento en venta en Bella Suiza,1,2,61,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 416.790.000,$,416790000,416.79,6.8326229508196725,6.2905507012394
Casa,Casa en venta en Puente Largo,4,5,242,Puente Largo,La Alhambra,$ 1.250.000.000,$,1250000000,1250.0,5.1652892561983474,4.383536962205848
Casa,Casa en venta en La Candelaria,3,3,102,La Candelaria,La Candelaria,$ 320.000.000,$,320000000,320.0,3.1372549019607843,8.889242669544883
Apartamento,Apartamento en venta en Cedritos,2,2,74,Cedritos,Usaquén,$ 540.000.000,$,540000000,540.0,7.297297297297297,5.027419586695463
Apartamento,Apartamento en venta en La Calleja,1,2,70,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 469.755.000,$,469755000,469.755,6.710785714285715,6.582907870377288
Apartamento,Apartamento en venta en Engativa,2,1,42,Engativa,Engativá,$ 138.000.000,$,138000000,138.0,3.2857142857142856,2.887769666800428
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,67,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 300.000.000,$,300000000,300.0,4.477611940298507,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,70,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 300.000.000,$,300000000,300.0,4.285714285714286,4.572008510026535
Casa,Casa en venta en Usaquén,8,4,306,Usaquén,Usaquén,$ 1.050.000.000,$,1050000000,1050.0,3.4313725490196076,5.65558134903221
Apartamento,Apartamento en venta en Usaquén,2,2,80,Usaquén,Usaquén,$ 430.000.000,$,430000000,430.0,5.375,5.65558134903221
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,54,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 153.000.000,$,153000000,153.0,2.8333333333333335,4.572008510026535
Apartamento,Apartamento en venta en Santa Barbara,1,2,69,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 420.750.000,$,420750000,420.75,6.0978260869565215,5.852628361947598
Apartamento,Apartamento en venta en Usaquén,3,2,72,Usaquén,Usaquén,$ 310.000.000,$,310000000,310.0,4.305555555555555,5.65558134903221
Apartamento,Apartamento en venta en Modelia,3,2,53,Modelia,Fontibón,$ 287.000.000,$,287000000,287.0,5.415094339622642,0.16342613076967627
Apartamento,Apartamento en venta en Chico Reservado,3,3,126,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 634.000.000,$,634000000,634.0,5.031746031746032,8.104486540013072
Apartamento,Apartamento en venta en Bosa,3,1,48,Bosa,Bosa Central,$ 125.000.000,$,125000000,125.0,2.6041666666666665,2.6778451358697213
Apartamento,Apartamento en venta en Bosa,2,1,40,Bosa,Bosa Central,$ 225.000.000,$,225000000,225.0,5.625,2.6778451358697213
Apartamento,Apartamento en venta en San Patricio,1,1,47,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 374.500.000,$,374500000,374.5,7.968085106382978,6.831854578231803
Apartamento,Apartamento en venta en San Patricio,3,4,133,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 800.000.000,$,800000000,800.0,6.015037593984962,6.831854578231803
Casa,Casa en venta en Suba,4,3,162,Suba,Suba,$ 900.000.000,$,900000000,900.0,5.555555555555555,4.323720522957072
Casa,Casa en venta en Usaquén,8,4,253,Usaquén,Usaquén,$ 640.000.000,$,640000000,640.0,2.5296442687747036,5.65558134903221
Casa,Casa en venta en Barrios Unidos,2,2,72,Barrios Unidos,Los Andes,$ 210.000.000,$,210000000,210.0,2.9166666666666665,2.9599171141243064
Apartamento,Apartamento en venta en San Patricio,3,4,133,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 800.000.000,$,800000000,800.0,6.015037593984962,6.831854578231803
Apartamento,Apartamento en venta en Fontibón,3,2,75,Fontibón,Fontibón,$ 327.000.000,$,327000000,327.0,4.36,3.723021313477524
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,99,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 471.990.000,$,471990000,471.99,4.767575757575758,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,85,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 519.800.000,$,519800000,519.8,6.115294117647058,4.572008510026535
Casa,Casa en venta en Usaquén,3,2,70,Usaquén,Usaquén,$ 282.000.000,$,282000000,282.0,4.0285714285714285,5.65558134903221
Apartamento,Apartamento en venta en Mazuren,3,2,58,Mazuren,El Prado,$ 311.000.000,$,311000000,311.0,5.362068965517241,3.8513890438469263
Casa,Casa en venta en Usaquén,3,2,105,Usaquén,Usaquén,$ 377.350.000,$,377350000,377.35,3.593809523809524,5.65558134903221
Casa,Casa en venta en Zona Noroccidental,3,2,69,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 316.000.000,$,316000000,316.0,4.579710144927536,4.572008510026535
Apartamento,Apartamento en venta en El Plan,2,2,73,El Plan,El Rincón,$ 500.000.000,$,500000000,500.0,6.8493150684931505,5.3172697724810405
Apartamento,Apartamento en venta en Cedritos,2,2,71,Cedritos,Usaquén,$ 528.000.000,$,528000000,528.0,7.436619718309859,5.027419586695463
Apartamento,Apartamento en venta en Santa Fe,1,2,41,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 398.000.000,$,398000000,398.0,9.707317073170731,5.754799433180728
Apartamento,Apartamento en venta en Kennedy,3,2,62,Kennedy,Kennedy Central,$ 300.000.000,$,300000000,300.0,4.838709677419355,3.382897908271655
Apartamento,Apartamento en venta en Engativa,3,2,60,Engativa,Engativá,$ 258.000.000,$,258000000,258.0,4.3,2.887769666800428
Apartamento,Apartamento en venta en Teusaquillo,2,2,59,Teusaquillo,Teusaquillo,$ 356.000.000,$,356000000,356.0,6.033898305084746,3.975204301767717
Apartamento,Apartamento en venta en San Luis,3,2,80,San Luis,Galerías,$ 399.000.000,$,399000000,399.0,4.9875,3.082656826568266
Apartamento,Apartamento en venta en Mazuren,3,2,79,Mazuren,El Prado,$ 336.000.000,$,336000000,336.0,4.253164556962025,3.8513890438469263
Apartamento,Apartamento en venta en Cedritos,3,2,97,Cedritos,Usaquén,$ 545.000.000,$,545000000,545.0,5.618556701030927,5.027419586695463
Apartamento,Apartamento en venta en Usaquén,3,3,108,Usaquén,Usaquén,$ 570.000.000,$,570000000,570.0,5.277777777777778,5.65558134903221
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,76,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 340.000.000,$,340000000,340.0,4.473684210526316,4.572008510026535
Apartamento,Apartamento en venta en La Calleja,3,2,86,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 451.000.000,$,451000000,451.0,5.244186046511628,6.582907870377288
Apartamento,Apartamento en venta en Teusaquillo,1,1,42,Teusaquillo,Teusaquillo,$ 253.500.000,$,253500000,253.5,6.035714285714286,3.975204301767717
Apartamento,Apartamento en venta en Cedritos,2,2,53,Cedritos,Usaquén,$ 370.990.000,$,370990000,370.99,6.999811320754717,5.027419586695463
Apartamento,Apartamento en venta en Usaquén,3,2,104,Usaquén,Usaquén,$ 440.000.000,$,440000000,440.0,4.230769230769231,5.65558134903221
Apartamento,Apartamento en venta en Cedritos,2,2,72,Cedritos,Usaquén,$ 385.000.000,$,385000000,385.0,5.347222222222222,5.027419586695463
Apartamento,Apartamento en venta en Mazuren,3,2,79,Mazuren,El Prado,$ 336.000.000,$,336000000,336.0,4.253164556962025,3.8513890438469263
Apartamento,Apartamento en venta en Usaquén,3,2,77,Usaquén,Usaquén,$ 357.400.000,$,357400000,357.4,4.641558441558441,5.65558134903221
Apartamento,Apartamento en venta en El Batán,3,3,103,El Batán,La Alhambra,$ 417.990.000,$,417990000,417.99,4.058155339805825,5.0067874515333095
Apartamento,Apartamento en venta en Chapinero,3,2,77,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 480.650.000,$,480650000,480.65,6.242207792207792,4.58018576602501
Apartamento,Apartamento en venta en Cedritos,3,1,109,Cedritos,Usaquén,$ 550.000.000,$,550000000,550.0,5.045871559633028,5.027419586695463
Apartamento,Apartamento en venta en San Patricio,3,4,290,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 2.200.000.000,$,2200000000,2200.0,7.586206896551724,6.831854578231803
Apartamento,Apartamento en venta en Usaquén,3,2,104,Usaquén,Usaquén,$ 440.000.000,$,440000000,440.0,4.230769230769231,5.65558134903221
Apartamento,Apartamento en venta en Usaquén,3,2,77,Usaquén,Usaquén,$ 357.400.000,$,357400000,357.4,4.641558441558441,5.65558134903221
Apartamento,Apartamento en venta en Cedritos,3,1,109,Cedritos,Usaquén,$ 550.000.000,$,550000000,550.0,5.045871559633028,5.027419586695463
Apartamento,Apartamento en venta en San Cristobal,2,1,45,San Cristobal,Sosiego,$ 163.000.000,$,163000000,163.0,3.6222222222222222,2.9542168674698797
Apartamento,Apartamento en venta en Fontibón,3,2,55,Fontibón,Fontibón,$ 260.000.000,$,260000000,260.0,4.7272727272727275,3.723021313477524
Apartamento,Apartamento en venta en El Batán,3,3,103,El Batán,La Alhambra,$ 417.990.000,$,417990000,417.99,4.058155339805825,5.0067874515333095
Apartamento,Apartamento en venta en Usaquén,3,2,180,Usaquén,Usaquén,$ 670.000.000,$,670000000,670.0,3.7222222222222223,5.65558134903221
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,80,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 379.990.000,$,379990000,379.99,4.749875,4.572008510026535
Apartamento,Apartamento en venta en Quinta Camacho,2,1,57,Quinta Camacho,CHAPINERO: Chicó Lago + El Refugio,$ 290.000.000,$,290000000,290.0,5.087719298245614,5.430680091363312
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,88,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 500.000.000,$,500000000,500.0,5.681818181818182,4.572008510026535
Apartamento,Apartamento en venta en Colina Campestre,3,2,63,Colina Campestre,Niza,$ 319.500.000,$,319500000,319.5,5.071428571428571,4.776341497750727
Apartamento,Apartamento en venta en Antonio Nariño,2,1,39,Antonio Nariño,Restrepo,$ 180.000.000,$,180000000,180.0,4.615384615384615,2.816232272901495
Apartamento,Apartamento en venta en El Plan,3,2,59,El Plan,El Rincón,$ 290.000.000,$,290000000,290.0,4.915254237288136,5.3172697724810405
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,99,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 472.000.000,$,472000000,472.0,4.767676767676767,4.572008510026535
Apartamento,Apartamento en venta en Modelia,3,2,87,Modelia,Fontibón,$ 499.990.000,$,499990000,499.99,5.747011494252874,0.16342613076967627
Apartamento,Apartamento en venta en Usaquén,1,1,106,Usaquén,Usaquén,$ 559.947.000,$,559947000,559.947,5.282518867924528,5.65558134903221
Apartamento,Apartamento en venta en Santa Barbara,2,3,67,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 477.000.000,$,477000000,477.0,7.119402985074627,5.852628361947598
Apartamento,Apartamento en venta en Portales Del Norte,3,2,70,Portales Del Norte,Britalia,$ 270.000.000,$,270000000,270.0,3.857142857142857,4.5501614639397205
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,66,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 292.000.000,$,292000000,292.0,4.424242424242424,4.572008510026535
Casa,Casa en venta en Zona Noroccidental,3,2,87,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 419.990.000,$,419990000,419.99,4.827471264367817,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,99,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 495.000.007,$,495000007,495.000007,5.00000007070707,4.572008510026535
Apartamento,Apartamento en venta en Engativa,3,2,60,Engativa,Engativá,$ 276.000.000,$,276000000,276.0,4.6,2.887769666800428
Apartamento,Apartamento en venta en Palermo,2,2,77,Palermo,Galerías,$ 462.000.000,$,462000000,462.0,6.0,3.835207308503162
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,66,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 288.000.000,$,288000000,288.0,4.363636363636363,4.572008510026535
Apartamento,Apartamento en venta en Quinta Paredes,3,2,70,Quinta Paredes,Teusaquillo,$ 480.000.000,$,480000000,480.0,6.857142857142857,5.302461344272642
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,104,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 479.030.000,$,479030000,479.03,4.606057692307692,4.572008510026535
Apartamento,Apartamento en venta en Nicolas De Federman,4,3,138,Nicolas De Federman,Teusaquillo,$ 480.000.000,$,480000000,480.0,3.4782608695652173,5.992745920204822
Casa,Casa en venta en Usaquén,3,2,140,Usaquén,Usaquén,$ 534.000.000,$,534000000,534.0,3.8142857142857145,5.65558134903221
Apartamento,Apartamento en venta en Fontibón,3,2,75,Fontibón,Fontibón,$ 350.000.000,$,350000000,350.0,4.666666666666667,3.723021313477524
Apartamento,Apartamento en venta en Cedritos,3,2,98,Cedritos,Usaquén,$ 458.000.000,$,458000000,458.0,4.673469387755102,5.027419586695463
Casa,Casa en venta en La Uribe,5,4,147,La Uribe,Usaquén,$ 522.400.000,$,522400000,522.4,3.553741496598639,4.266437768240343
Apartamento,Apartamento en venta en Usaquén,2,2,72,Usaquén,Usaquén,$ 480.000.000,$,480000000,480.0,6.666666666666667,5.65558134903221
Apartamento,Apartamento en venta en Chapinero Central,3,2,81,Chapinero Central,Localidad Chapinero resto,$ 450.000.000,$,450000000,450.0,5.555555555555555,6.360286919831224
Apartamento,Apartamento en venta en Teusaquillo,3,2,74,Teusaquillo,Teusaquillo,$ 322.000.000,$,322000000,322.0,4.351351351351352,3.975204301767717
Apartamento,Apartamento en venta en Marly,2,3,85,Marly,CHAPINERO: Pardo Rubio + Chapinero,$ 420.000.000,$,420000000,420.0,4.9411764705882355,4.9375
Apartamento,Apartamento en venta en Cantagallo,2,2,60,Cantagallo,Britalia,$ 395.990.000,$,395990000,395.99,6.599833333333334,5.71920581655481
Apartamento,Apartamento en venta en Kennedy,4,3,150,Kennedy,Kennedy Central,$ 1.300.000.000,$,1300000000,1300.0,8.666666666666666,3.382897908271655
Casa,Casa en venta en Cedritos,4,4,170,Cedritos,Usaquén,$ 685.000.000,$,685000000,685.0,4.029411764705882,5.027419586695463
Apartamento,Apartamento en venta en San Patricio,3,3,89,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 491.000.000,$,491000000,491.0,5.51685393258427,6.831854578231803
Casa,Casa en venta en Kennedy,9,4,355,Kennedy,Kennedy Central,$ 520.000.000,$,520000000,520.0,1.4647887323943662,3.382897908271655
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,87,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 380.000.000,$,380000000,380.0,4.367816091954023,4.572008510026535
Apartamento,Apartamento en venta en Chico Reservado,3,3,126,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 633.900.000,$,633900000,633.9,5.030952380952381,8.104486540013072
Apartamento,Apartamento en venta en Cedritos,1,2,75,Cedritos,Usaquén,$ 485.000.000,$,485000000,485.0,6.466666666666667,5.027419586695463
Apartamento,Apartamento en venta en Cedritos,3,3,112,Cedritos,Usaquén,$ 530.000.000,$,530000000,530.0,4.732142857142857,5.027419586695463
Apartamento,Apartamento en venta en Nueva Zelandia,2,1,40,Nueva Zelandia,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 213.000.000,$,213000000,213.0,5.325,4.173159132007234
Casa,Casa en venta en Zona Noroccidental,4,4,406,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 2.500.000.000,$,2500000000,2500.0,6.157635467980295,4.572008510026535
Apartamento,Apartamento en venta en Ciudad Salitre,3,2,64,Ciudad Salitre,Ciudad Salitre Oriental,$ 466.000.000,$,466000000,466.0,7.28125,7.412638847193035
Apartamento,Apartamento en venta en San Cristobal,2,1,45,San Cristobal,Sosiego,$ 160.000.000,$,160000000,160.0,3.5555555555555554,2.9542168674698797
Apartamento,Apartamento en venta en Puente Aranda,3,2,95,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 680.000.000,$,680000000,680.0,7.157894736842105,3.247774594103762
Apartamento,Apartamento en venta en Cedritos,2,3,97,Cedritos,Usaquén,$ 432.990.000,$,432990000,432.99,4.4638144329896905,5.027419586695463
Apartamento,Apartamento en venta en Fontibón,3,2,65,Fontibón,Fontibón,$ 292.000.000,$,292000000,292.0,4.492307692307692,3.723021313477524
Apartamento,Apartamento en venta en Tintala,3,2,52,Tintala,Tintala,$ 170.000.000,$,170000000,170.0,3.269230769230769,3.7991992442958873
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,78,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 310.000.000,$,310000000,310.0,3.9743589743589745,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,3,120,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 570.000.000,$,570000000,570.0,4.75,4.572008510026535
Apartamento,Apartamento en venta en Santa Barbara,2,2,61,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 535.000.000,$,535000000,535.0,8.770491803278688,5.852628361947598
Apartamento,Apartamento en venta en Quinta Camacho,3,3,166,Quinta Camacho,CHAPINERO: Chicó Lago + El Refugio,$ 1.250.000.000,$,1250000000,1250.0,7.530120481927711,5.430680091363312
Apartamento,Apartamento en venta en Cedritos,2,2,67,Cedritos,Usaquén,$ 515.000.000,$,515000000,515.0,7.686567164179104,5.027419586695463
Apartamento,Apartamento en venta en El Chicó,4,4,300,El Chicó,CHAPINERO: Chicó Lago + El Refugio,$ 2.700.000.000,$,2700000000,2700.0,9.0,7.648045112781955
Apartamento,Apartamento en venta en Engativa,3,2,50,Engativa,Engativá,$ 195.000.000,$,195000000,195.0,3.9,2.887769666800428
Apartamento,Apartamento en venta en Zona Noroccidental,2,2,65,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 325.000.000,$,325000000,325.0,5.0,4.572008510026535
Apartamento,Apartamento en venta en Usaquén,2,1,48,Usaquén,Usaquén,$ 210.000.000,$,210000000,210.0,4.375,5.65558134903221
Apartamento,Apartamento en venta en Cantagallo,3,2,65,Cantagallo,Britalia,$ 350.000.000,$,350000000,350.0,5.384615384615385,5.71920581655481
Apartamento,Apartamento en venta en Usaquén,3,1,52,Usaquén,Usaquén,$ 192.500.000,$,192500000,192.5,3.701923076923077,5.65558134903221
Apartamento,Apartamento en venta en Hayuelos,3,2,69,Hayuelos,Modelia,$ 337.000.000,$,337000000,337.0,4.884057971014493,4.814082765845993
Apartamento,Apartamento en venta en Chapinero,1,1,44,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 350.000.000,$,350000000,350.0,7.954545454545454,4.58018576602501
Apartamento,Apartamento en venta en Cantagallo,3,2,58,Cantagallo,Britalia,$ 311.000.000,$,311000000,311.0,5.362068965517241,5.71920581655481
Casa,Casa en venta en Santa Barbara,5,5,220,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.300.000.000,$,1300000000,1300.0,5.909090909090909,5.852628361947598
Casa,Casa en venta en Suba,5,5,189,Suba,Suba,$ 940.000.000,$,940000000,940.0,4.973544973544974,4.323720522957072
Apartamento,Apartamento en venta en Usaquén,3,2,56,Usaquén,Usaquén,$ 280.000.000,$,280000000,280.0,5.0,5.65558134903221
Apartamento,Apartamento en venta en Santa Teresa,3,2,75,Santa Teresa,San Cristóbal Norte,$ 340.000.000,$,340000000,340.0,4.533333333333333,5.089707271010387
Casa,Casa en venta en Fontibón,7,3,30,Fontibón,Fontibón,$ 550.000.000,$,550000000,550.0,18.333333333333332,3.723021313477524
Apartamento,Apartamento en venta en Pasadena ,3,2,109,Pasadena ,,$ 472.000.000,$,472000000,472.0,4.330275229357798,5.244227353463588
Apartamento,Apartamento en venta en San Patricio,2,1,88,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 510.000.000,$,510000000,510.0,5.795454545454546,6.831854578231803
Apartamento,Apartamento en venta en Usaquén,1,2,53,Usaquén,Usaquén,$ 380.000.000,$,380000000,380.0,7.169811320754717,5.65558134903221
Apartamento,Apartamento en venta en Usaquén,2,1,54,Usaquén,Usaquén,$ 255.000.000,$,255000000,255.0,4.722222222222222,5.65558134903221
Apartamento,Apartamento en venta en Kennedy,3,2,76,Kennedy,Kennedy Central,$ 290.000.000,$,290000000,290.0,3.8157894736842106,3.382897908271655
Casa,Casa en venta en Tunjuelito,7,5,444,Tunjuelito,Tunjuelito,$ 390.000.000,$,390000000,390.0,0.8783783783783784,2.381058318766884
Casa,Casa en venta en Suba,3,4,254,Suba,Suba,$ 1.400.000.000,$,1400000000,1400.0,5.511811023622047,4.323720522957072
Casa,Casa en venta en Bosa,12,7,1100,Bosa,Bosa Central,$ 330.000.000,$,330000000,330.0,0.3,2.6778451358697213
Apartamento,Apartamento en venta en Bosa,3,1,47,Bosa,Bosa Central,$ 140.000.000,$,140000000,140.0,2.978723404255319,2.6778451358697213
Apartamento,Apartamento en venta en Fontibón,3,2,48,Fontibón,Fontibón,$ 155.000.000,$,155000000,155.0,3.2291666666666665,3.723021313477524
Casa,Casa en venta en Kennedy,4,2,432,Kennedy,Kennedy Central,$ 680.000.000,$,680000000,680.0,1.5740740740740742,3.382897908271655
Casa,Casa en venta en Cedritos,6,5,300,Cedritos,Usaquén,$ 1.100.000.000,$,1100000000,1100.0,3.6666666666666665,5.027419586695463
Apartamento,Apartamento en venta en Suba,3,2,77,Suba,Suba,$ 360.000.000,$,360000000,360.0,4.675324675324675,4.323720522957072
Apartamento,Apartamento en venta en Chapinero Central,3,2,92,Chapinero Central,Localidad Chapinero resto,$ 425.000.000,$,425000000,425.0,4.619565217391305,6.360286919831224
Apartamento,Apartamento en venta en Tintala,3,1,47,Tintala,Tintala,$ 147.000.000,$,147000000,147.0,3.127659574468085,3.7991992442958873
Casa,Casa en venta en Bosa,3,2,85,Bosa,Bosa Central,$ 190.000.000,$,190000000,190.0,2.235294117647059,2.6778451358697213
Apartamento,Apartamento en venta en Bosa,3,1,43,Bosa,Bosa Central,$ 120.000.000,$,120000000,120.0,2.7906976744186047,2.6778451358697213
Lote,Lote en venta en Fontibón,4,1,90,Fontibón,Fontibón,$ 420.000.000,$,420000000,420.0,4.666666666666667,3.723021313477524
Apartamento,Apartamento en venta en Usaquén,2,2,76,Usaquén,Usaquén,$ 505.000.000,$,505000000,505.0,6.644736842105263,5.65558134903221
Casa,Casa en venta en San Cristobal,5,2,274,San Cristobal,Sosiego,$ 130.000.000,$,130000000,130.0,0.4744525547445255,2.9542168674698797
Casa,Casa en venta en San Luis,7,4,590,San Luis,Galerías,$ 1.380.000.000,$,1380000000,1380.0,2.3389830508474576,3.082656826568266
Apartamento,Apartamento en venta en Santa Fe,1,1,52,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 420.000.000,$,420000000,420.0,8.076923076923077,5.754799433180728
Apartamento,Apartamento en venta en Bella Suiza,2,2,86,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 550.000.000,$,550000000,550.0,6.395348837209302,6.2905507012394
Apartamento,Apartamento en venta en Usaquén,3,2,87,Usaquén,Usaquén,$ 420.000.000,$,420000000,420.0,4.827586206896552,5.65558134903221
Apartamento,Apartamento en venta en Chapinero Central,1,1,38,Chapinero Central,Localidad Chapinero resto,$ 310.000.000,$,310000000,310.0,8.157894736842104,6.360286919831224
Apartamento,Apartamento en venta en Los Rosales,1,2,64,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 580.000.000,$,580000000,580.0,9.0625,8.208857198335645
Apartamento,Apartamento en venta en Chico Reservado,3,4,177,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 980.000.000,$,980000000,980.0,5.536723163841808,8.104486540013072
Apartamento,Apartamento en venta en Chapinero,1,1,39,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 270.000.000,$,270000000,270.0,6.923076923076923,4.58018576602501
Apartamento,Apartamento en venta en Bella Suiza,1,2,64,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 435.000.000,$,435000000,435.0,6.796875,6.2905507012394
